model,horizon_hours,quantity_type,quantity,minimum,maximum,absolute_range,relative_range_percent,sample_counts
transformer,6,constraint,emitted_pressure_order,167.52781211372064,168.04697156983931,0.5191594561186719,0.3095138667125246,"20,50,100"
transformer,6,constraint,pressure_order,154.96909765142152,156.73671199011125,1.7676143386897252,1.1345454545454448,"20,50,100"
transformer,12,constraint,FiO2_bounds,7.3918417799752785,8.436341161928306,1.0444993819530275,13.300104931794321,"20,50,100"
transformer,12,constraint,O2Sat_bounds,149.77750309023486,150.8034610630408,1.0259579728059407,0.6826219261452471,"20,50,100"
transformer,12,constraint,SaO2_bounds,54.06674907292954,55.96415327564895,1.8974042027194074,3.460454630847268,"20,50,100"
transformer,12,constraint,emitted_FiO2_bounds,41.872682323856615,42.818294190358465,0.9456118665018494,2.2348816827344318,"20,50,100"
transformer,12,constraint,emitted_O2Sat_bounds,148.59085290482076,150.8034610630408,2.2126081582200356,1.4784224654140068,"20,50,100"
transformer,12,constraint,emitted_SaO2_bounds,186.68108776266996,188.60321384425217,1.9221260815822063,1.0233068275294797,"20,50,100"
transformer,12,constraint,emitted_pressure_order,198.1087762669963,198.566131025958,0.4573547589616851,0.23051283914980422,"20,50,100"
transformer,12,constraint,pressure_order,183.34981458590852,184.56118665018542,1.211372064276901,0.6582482536270909,"20,50,100"
transformer,24,constraint,FiO2_bounds,10.358467243510507,10.754017305315204,0.39555006180469654,3.7595457215586388,"20,50,100"
transformer,24,constraint,O2Sat_bounds,160.85290482076638,163.22620519159457,2.37330037082819,1.466096518020774,"20,50,100"
transformer,24,constraint,SaO2_bounds,77.01483312731767,79.17181705809641,2.156983930778736,2.7729957358900297,"20,50,100"
transformer,24,constraint,emitted_FiO2_bounds,38.040791100123606,39.610630407911,1.5698393077873973,4.055348589675373,"20,50,100"
transformer,24,constraint,emitted_O2Sat_bounds,160.7045735475896,161.77379480840543,1.069221260815823,0.6626490641199159,"20,50,100"
transformer,24,constraint,emitted_SaO2_bounds,173.54140914709518,176.9839307787392,3.442521631644013,1.9647266313933023,"20,50,100"
transformer,24,constraint,emitted_pressure_order,233.52286773794808,234.95055624227442,1.4276885043263405,0.6094611589436056,"20,50,100"
transformer,24,constraint,pressure_order,219.2707045735476,220.27194066749072,1.0012360939431346,0.4558586275466153,"20,50,100"
